,,,,,,,,,,,,,English
,"Feb 07, 2026 3:37 PM",Seguros Ideal,06e8ac17-3acb-4a59-ac8f-a79710d40f00,https://app.policylift.ai/calls/06e8ac17-3acb-4a59-ac8f-a79710d40f00,completed,unknown,service,billing_payment,Francisco Pabón Calleja requests insurance payment assistance,0:01:05,10,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a Seguros Ideal. La oficina está cerrada en este momento, pero yo puedo ayudarte. ¿Qué tipo de seguro te interesa o en qué puedo apoyarte hoy?
user: Necesito hacer un pago para mi aseguranza.
assistant: Ah, entiendo. La oficina está cerrada ahora, pero puedo tomar tus datos para que un agente te contacte y te ayude con el pago. ¿Me das tu nombre y la mejor hora para que te llamen?
user: Mi nombre es Francisco Pabón Calleja.
assistant: Gracias,
user: Y me puede contactar ahorita mismo.
assistant: Perfecto, Francisco. Un agente te va a contactar lo antes posible en cuanto abran la oficina. Solo para que sepas, dejar este mensaje no realiza ningún pago ni cambio automático en tu póliza. ¿Hay algo más en lo que te pueda ayudar?
assistant: Gracias por su tiempo. ¡Adiós!
",spanish
,"Feb 21, 2026 10:26 AM",Princeton Insurance,ec3130bf-e44b-4982-8472-ddffb6180cb4,https://app.policylift.ai/calls/ec3130bf-e44b-4982-8472-ddffb6180cb4,filtered,unknown,unknown,unknown,"Customer greeting, initial inquiry not specified yet",0:00:07,1,"assistant: Hi - Thanks for calling Princeton Insurance,this is Kelly on a recorded line. How can I help?
",
,"Mar 04, 2026 10:47 AM",Seguros Ideal,7ba2b2c6-d899-4fca-b2f2-c5ef8a724f37,https://app.policylift.ai/calls/7ba2b2c6-d899-4fca-b2f2-c5ef8a724f37,completed,personal,quote,personal_auto,"Requested auto insurance, needs callback for details",0:01:06,10,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola. Seguros Ideal está cerrado en este momento, pero puedo ayudarte a empezar con preguntas sobre seguros o iniciar el proceso para una cotización.  ¿Qué tipo de seguro buscas? 
user: Normal. Hop cover.
assistant: Ok, ¿solo para confirmar, buscas seguro de auto o de casa?  ¿O es para algún negocio? 
user: Auto, auto, auto, auto, auto.
assistant: De acuerdo, un agente autorizado le devolverá la llamada, pero puedo acelerar el proceso si me proporciona algunos detalles ahora.
assistant: ¿Puede darme su nombre y apellido?
user: No, ya lo está mero hablando de la ruta.
assistant: Solo para confirmar, ¿debemos usar el número desde el que está llamando? 7193677368",spanish
,"Feb 18, 2026 10:29 AM",Princeton Insurance,6d331cac-e98c-4ada-88cf-a4738d42a550,https://app.policylift.ai/calls/6d331cac-e98c-4ada-88cf-a4738d42a550,completed,personal,quote,personal_auto,Wilson Wolfe requested car insurance quote callback.,0:01:06,18,"assistant: Hi - Thanks for calling Princeton Insurance,this is Cindy on a recorded line. How can I help?

user: A car insurance quote.
assistant: Sure. Let me grab some info now so when an agent calls you back, they're ready to go.
assistant: Can you give me your first and last name?
user: Wilson Wolf.
assistant: Okay, I have that as Wilson Wolf. Wilson: W I L S O N and Wolf: W O L F. Is that correct?
user: W o l f e.
assistant: Okay, I have that as Wilson Wolfe, with your last name spelled W O L F E. Is that correct?

user: Yes.
assistant: Just to confirm, should we use the number you’re calling from? 7706866289
user: Yes.
assistant: Alright. What’s your date of birth, with month, day, and year?
user: O4071999.
assistant: Thanks. So that’s April 7th, 1999, right?
user: Yes.
assistant: Got it. What state issued your driver’s license?
user: Texas.
assistant: Okay. What's your Texas driver's license number?",English
,"Jan 26, 2026 10:29 AM",Seguros Ideal,8da61bd7-fe6a-4220-9546-d7346bcab03d,https://app.policylift.ai/calls/8da61bd7-fe6a-4220-9546-d7346bcab03d,completed,unknown,unknown,unknown,Customer asked about office opening hours.,0:01:06,9,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Hello?
assistant: Hi there. This is Kelly with
user: Hello?
assistant: Yeah, I'm here. This is Kelly with Seguros Ideal. How can I help you today?
user: Can I speak to a representative?
assistant: Yeah, no problem. Our licensed agents aren’t available right now since we’re closed, but I can take a message for you or help answer questions. What did you need help with?
user: What time do you guys open?
assistant: Sure. We open at 9 AM, Monday through Friday. On Saturdays, we're open from 9 AM to 1 PM. Is there something I can help you with now, or would you like to leave a message for one of our agents?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1224)"
,"Feb 15, 2026 8:07 PM",FOCO Insurance Services,b185fd75-965c-4a86-ba85-c972308b1268,https://app.policylift.ai/calls/b185fd75-965c-4a86-ba85-c972308b1268,completed,unknown,unknown,unknown,Customer requested callback from FOCO Insurance agent,0:01:06,5,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".
user: Hello.
assistant: Hi there. What can I help you with today?
user: Talk to a customer representative.
assistant: Yeah. Actually, FOCO Insurance is closed right now. If you need a licensed agent to call you back, just let me know what you’re looking for and your name. I’ll make sure someone follows up. What do you need help with?",English
,"Feb 24, 2026 9:07 PM",E&L Insurance Services,8f2f46d6-af72-4b44-aeec-f8058b803df1,https://app.policylift.ai/calls/8f2f46d6-af72-4b44-aeec-f8058b803df1,completed,unknown,unknown,unknown,Message left for Enrique to call Jamal back,0:01:06,15,"assistant: Hi - Thanks for calling E&L Insurance Services,this is Maria on a recorded line. How can I help?

user: Hey, Maria. Is Gabriel there?
assistant: Oh, Gabriel’s actually not available right now. Can I take a message for him, or is there something I can help with?
user: How about Enrique? Is he there?
assistant: Yeah, Enrique’s out of the office right now too. If you want, I can take a message and have him call you back. What
user: Sure.
assistant: Okay,
user: Sure. Just tell him to call Jamal.
assistant: Got it. What would you like him to help you with when he calls back? And is there a
user: Oh,
assistant: Got it. So, just have Enrique call Jamal. Is there a good time for you, or should he call whenever he's back?
user: Yeah. Whenever he's back, he can give me a call. You can use the same number I'm calling you from.
assistant: Alright, he'll give you a call back at the number you're calling from as soon as he's back. Just so you know, leaving a message won't automatically bind, change, or delete coverage. 

If you need anything else, let me know. Otherwise, I'll wrap this up for you.
user: Thank you. Appreciate it.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1226)"
,"Jan 10, 2026 12:40 PM",FOCO Insurance Services,2371db24-707b-4b0e-b641-26899d225c33,https://app.policylift.ai/calls/2371db24-707b-4b0e-b641-26899d225c33,completed,unknown,service,unknown,Customer requested help making insurance payment.,0:01:06,14,"assistant: Hi - Thanks for calling FOCO Insurance Services,this is Kelly on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I’m here. How can I help you today?
user: You speak in Spanish?
assistant: Sí, claro, puedo hablar en español. ¿En qué puedo ayudarle hoy?
assistant: ¡Hola! Gracias por
user: Sí, mire, quería hacer mi pago de la aseguranza.
assistant: Oh, entiendo. En este momento la oficina de FOCO Insurance Services está cerrada, así que no puedo procesar pagos directamente ahorita. ¿Quieres que deje un mensaje para que un agente te llame cuando abramos y te ayude con tu pago? Si prefieres,
user: Sí.
assistant: Perfecto. ¿Me puedes dar tu nombre y el mejor número de teléfono para que un agente te llame cuando abramos? También, si tienes una
user: Eugenio Salazar
assistant: Gracias, Eugenio. ¿Me puedes dar el número al que prefieres que te llamemos? ¿Hay alguna hora que te acomode más? 

Solo para que lo tengas en cuenta, dejar este mensaje no hace ningún cambio ni elimina tu póliza de
user: 9 0 9 5 3 4 9 6 1 1.
assistant: Gracias por su tiempo. ¡Adiós!
","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1227)"
,"Feb 21, 2026 1:42 PM",Norton Insurance,d5ab0756-b956-4591-8e94-02e013e90302,https://app.policylift.ai/calls/d5ab0756-b956-4591-8e94-02e013e90302,filtered,unknown,unknown,unknown,Customer initiates inquiry with Norton Insurance,0:00:01,1,"assistant: Hi - Thanks for calling Norton Insurance,this is Kelly on a recorded line. How can I help?
",
,"Feb 10, 2026 10:48 PM",FOCO Insurance Services,1728050c-eb48-4f23-877e-cac4afd66e22,https://app.policylift.ai/calls/1728050c-eb48-4f23-877e-cac4afd66e22,completed,unknown,unknown,unknown,Customer requests to speak with Luis Cuban agent,0:01:07,13,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a FOCO Insurance Services. Estamos cerrados en este momento, pero puedo responder preguntas generales sobre seguros, iniciar una cotización o tomar un mensaje para que un agente con licencia le regrese la llamada. ¿Qué tipo de seguro le interesa o cómo puedo ayudarle hoy?
user: No, necesito que ahí si me puedes poner con Luis el cuban.
assistant: Ah, entiendo. Luis no está disponible ahora porque la oficina está cerrada. ¿Quieres dejarle un mensaje para que te llame cuando regrese? Si
user: Pero
assistant: Sí, dime. ¿Quieres contarme más o tienes otra pregunta sobre el seguro o sobre la oficina?
user: ¿y no me puede pasar la extensión de la allá donde le salgan en su caso?
assistant: No, la oficina no tiene extensiones directas para los agentes cuando está cerrada.
user: Sí, no la escucho.
assistant: Perdón, voy a repetirlo. No tenemos extensiones directas para los agentes cuando la oficina está cerrada.
user: Ya.
assistant: Gracias por su tiempo. ¡Adiós!
","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1229)"
,"Mar 03, 2026 8:40 AM",Norton Insurance,2b977c9c-fe60-4916-8ebf-6b70ce528cd1,https://app.policylift.ai/calls/2b977c9c-fe60-4916-8ebf-6b70ce528cd1,completed,unknown,service,policy_change_endorsement,Message for Daniel Sullivan about ownership change packet,0:01:07,12,"assistant: Hi - Thanks for calling Norton Insurance,this is Kelly on a recorded line. How can I help?

user: Yes. May I speak to Daniel Sullivan?
assistant: Yeah. The office is actually closed right now, and Daniel isn't available at the moment. Did you want to leave a message for him, or is there something I can help with?
user: Yes. Please leave a message.
assistant: Okay, sure. Can I get your name, what you need help with, and the best time for Daniel to call you back?
user: Yes. This is Sherry Deloach calling. I wanted to check and see if he was going to go ahead and complete the the initial packet. For the for the change of name and ownership from Sullivan to Norco.
assistant: Got it, Sherry. And is there a good time for Daniel to call you back?
user: Please give me a callback at nine one nine seven eight five two one six six. I see where the packet has been viewed but not completed. Thank you.
assistant: Alright, thanks for that info. Just so you know, leaving a message won’t automatically bind, change, or delete coverage. I’ll have Daniel follow up with you about completing the packet for the name and ownership change from Sullivan to Norco. Have a good day, Sherry.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.
user: Thank you.
assistant: You're welcome!","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1230)"
,"Jan 04, 2026 7:44 PM",Cal-West Insurance Services Inc.,273f61ea-68a7-49a2-9308-d0aee6a491cb,https://app.policylift.ai/calls/273f61ea-68a7-49a2-9308-d0aee6a491cb,completed,unknown,unknown,unknown,Request for Russian language assistance declined,0:01:07,9,"assistant: Hi - Thanks for calling Cal-West Insurance Services Inc.,this is Kelly on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I’m here. How
user: Hi.
assistant: Hi there. What
user: Okay. Could you could you you provide my mother with Russian interpreter or Russian assistant?
assistant: Oh, got it. Right now, I can only help in English. If she needs help in Russian, I’m not able to switch languages at this time. Is there something else I can help with today?
user: Okay. Thank you.
assistant: Yeah. No problem. If you have any other","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1231)"
,"Dec 26, 2025 10:37 AM",Dale Wagner Insurance,04e6a77e-8549-4e12-af78-b5ef86b56da1,https://app.policylift.ai/calls/04e6a77e-8549-4e12-af78-b5ef86b56da1,completed,unknown,service,unknown,Customer inquiry about $80 insurance refund,0:01:07,15,"assistant: Hi there. This is Kelly from Dale Wagner Insurance. How can I help you today?
user: Hi. How are doing today?
assistant: Thanks for asking.
user: I was wondering if because I had $80 to come back on my insurance, but I never got that yet.
assistant: I understand your concern about the $80 refund you are expecting on your insurance. I am not able to access existing policy details or process refunds myself, but I can pass your message along to a licensed agent. May I have your name and the best time for an agent to call you back?
user: Robert Painter.
assistant: Thank
user: And my phone number is (717) 409-4953.
assistant: Thank you, Robert. What would be the best time for a licensed agent to call you back about your refund?
user: And you could call me back anytime.
assistant: Thank you, Robert. I will pass your message along to a licensed agent, and someone will get back to you as soon as possible. Please remember that leaving a message will not automatically bind, change, or delete coverage. Is there anything else I can help you with today?
user: Nope.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.
user: No. Thank you.
assistant: You",English
,"Feb 24, 2026 11:00 AM",Cal-West Insurance Services Inc.,e5286d81-5631-4e8a-9e3c-f445da85b2d0,https://app.policylift.ai/calls/e5286d81-5631-4e8a-9e3c-f445da85b2d0,spam,unknown,unknown,unknown,"Caller reported unauthorized iPhone charge, misdialed insurance company.",0:01:07,5,"assistant: Hi - Thanks for calling Cal-West Insurance Services Inc.,this is Kelly on a recorded line. How can I help?

user: The payment of $1,099 for the recent order of Apple iPhone 17 Pro on your account.
assistant: Oh, okay. Just to clarify, Cal-West Insurance Services Inc. is an insurance agency. We don't sell phones or process orders for products like iPhones. If you're seeing a charge related to an Apple iPhone 17
user: If you do not authorize this payment, please press 1 to speak to our customer support representative.
assistant: Got it. Yeah, just to be clear—I'm with Cal-West Insurance ServicesInc., and we don't handle product orders or credit card charges, so I can't help with something like an unauthorized payment for an iPhone..

If you received this message by mistake, it might be a scam or","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1233)"
,"Feb 21, 2026 3:37 PM",Seguros Ideal,0343add6-0f5f-4c82-b7ef-c3b82442e474,https://app.policylift.ai/calls/0343add6-0f5f-4c82-b7ef-c3b82442e474,filtered,unknown,unknown,unknown,Call greeting from Kelly at Seguros Ideal,0:00:01,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 21, 2026 3:38 PM",Seguros Ideal,410bf35c-adea-4a3f-a7d2-40593ee5d01f,https://app.policylift.ai/calls/410bf35c-adea-4a3f-a7d2-40593ee5d01f,filtered,unknown,unknown,unknown,Introductory call from Kelly at Seguros Ideal,0:00:04,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 07, 2026 10:07 AM",Moore & Associates Insurance,6d2673a4-3d22-4b8d-9c3c-d4bdc958380d,https://app.policylift.ai/calls/6d2673a4-3d22-4b8d-9c3c-d4bdc958380d,completed,unknown,service,billing_payment,Ken Crawford requests call back for payment assistance.,0:01:07,16,"assistant: Hi - Thanks for calling Moore & Associates Insurance,this is Kelly on a recorded line. How can I help?

user: Ken Crawford,
assistant: Oh, okay. Are you calling about an existing policy, or do you want to get a quote for new coverage?
user: Existing.
assistant: Got it. What do you need help with on your policy?
user: Payment.
assistant: Alright. When would you like a licensed agent to give you a call back about your payment, Ken?
user: Now
assistant: Yeah. So, the agency's actually closed today since it's Saturday, but a licensed agent will follow up as soon as we're back in the office. What's the best number for a call back?
user: Nine seven three four six four zero three seven nine.
assistant: Okay, thanks. And is there a time on Monday that works best for you, or should an agent just reach out when the office opens?
user: Sue
assistant: Ah, you want Sue to give you a call. I’ll let her know. Just so you know, leaving
user: No. No.
assistant: Okay, no problem. An agent will reach out when the office opens. Just so you know, leaving a message won’t automatically bind, change, or delete coverage. That’s all set for now. Have a good weekend, Ken.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1236)"
,"Feb 22, 2026 11:27 AM",FOCO Insurance Services,ca73f74f-4d19-45a2-af96-04a568ce9aa9,https://app.policylift.ai/calls/ca73f74f-4d19-45a2-af96-04a568ce9aa9,completed,unknown,quote,unknown,Customer requests callback for insurance information.,0:01:07,3,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".
user: Español.
assistant: Hola, gracias por llamar a FOCO Insurance Services. Ahora estamos cerrados, pero puedo ayudarle con información general sobre seguros, iniciar el proceso para una cotización, o tomarle un mensaje para que un agente le regrese la llamada. ¿Qué necesita hoy?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1237)"
,"Feb 21, 2026 4:16 PM",Seguros Ideal,ce055b39-c9a4-44ea-8597-49e8a96e3e5e,https://app.policylift.ai/calls/ce055b39-c9a4-44ea-8597-49e8a96e3e5e,filtered,unknown,unknown,unknown,Seguros Ideal call greeting and language preference offered,0:00:02,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 21, 2026 4:22 PM",Seguros Ideal,53d48266-d706-45d9-beed-93185feecf2b,https://app.policylift.ai/calls/53d48266-d706-45d9-beed-93185feecf2b,filtered,unknown,unknown,unknown,Kelly from Seguros Ideal opens recorded line call,0:00:15,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 11, 2026 3:40 PM",Dale Wagner Insurance,9f108aa3-f4a1-4493-8bff-161be2ccb01c,https://app.policylift.ai/calls/9f108aa3-f4a1-4493-8bff-161be2ccb01c,completed,unknown,service,document_request,Declaration page request for Belco bank,0:01:07,16,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Yes. Could I I need something emailed to my bank
assistant: Oh, okay. What
user: declaration page.
assistant: Got it. What's your name, and do you know which bank needs the declaration page?
user: Yes. Belco.
user: And my name is
assistant: Okay, go ahead.
user: John Hurst.
assistant: Alright, John. When would be a good time for a licensed agent to call you back, just in case they have any questions about sending the declaration page to Belco?
user: H u r s d.
assistant: Thanks for spelling that. Just to confirm, is your last name H U R S D, or is it H U R S T?
user: H u r s t.
assistant: Thanks for clarifying. Is there anything else you need help with while I have you?
user: No. Just the declaration page that states that Belco is the financial holder of the has the lien on the car.
assistant: Yeah. No problem. A licensed agent will follow up to get that sent to Belco for you. Just so you know, leaving a message won't automatically bind, change, or delete coverage. Have a good one, John.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1240)"
,"Mar 04, 2026 4:00 PM",Dale Wagner Insurance,696b03f8-2da2-4d36-9d73-d7669f982a44,https://app.policylift.ai/calls/696b03f8-2da2-4d36-9d73-d7669f982a44,completed,unknown,unknown,unknown,Requested meeting with Logan in March for updates,0:01:07,9,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Hoping to speak with Logan.
assistant: Yeah, totally get it.  The office is actually closed right now but I can take a message for Logan.  What did you need help with? 
user: Just wanted to set up a meeting with Logan sometime this March to go over some new market updates.
assistant: Got it. Can I get your name and the best number for a call back?  And do you have a preferred day or time
user: I hope
assistant: Got it, you want to meet with Logan this March about some market updates.  Is there a day or time that works best for you, or should I just have Logan reach out to coordinate? 
user: Anytime during the week of the sixteenth, and twenty third, work best for me. And my number to reach me back by is six ten three three seven three two zero zero. It's Extension is seven two two seven. Then my email is Ian.Harris@aptGINSgroup.com. You can reach out to me either of those ways.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.",English
,"Feb 26, 2026 5:39 PM",Norton Insurance,78b3c1d9-19e0-49be-8962-56abd6258ac5,https://app.policylift.ai/calls/78b3c1d9-19e0-49be-8962-56abd6258ac5,completed,unknown,unknown,unknown,Message left for Dan to call Ian at IPFS,0:01:07,13,"assistant: Hi - Thanks for calling Norton Insurance,this is Kelly on a recorded line. How can I help?

user: Standing open.
assistant: Okay, I'm not sure I follow. Are you looking for info on a type of insurance or do you need help with something else?
user: I'd just like to speak with Dan.
assistant: Got it. Dan's actually out of the office right now. Do you want to leave a message for him, or is there something I can help with while you're on the line?
user: I'd like to leave a message.
assistant: Okay. Can I get your name, what you need help with, and when you'd like Dan to call you back?
user: My name is Ian with IPFS. You can call me back soon as he can. Phone number is eight one six eight eight eight six nine eight five.
assistant: Got it. So, Ian with IPFS, and you’d like Dan to call you back at eight one six, eight eight eight, six nine eight five as soon as he can. Is there anything specific you want him to know before he calls, or just to return your call?
user: Please return my call.
assistant: Alright, I’ll make sure Dan gets your message to return your call. Just so you
user: Thank you.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1242)"
,"Dec 26, 2025 11:45 AM",Dale Wagner Insurance,97b321bd-5f9e-4e08-828f-e1c9ca991110,https://app.policylift.ai/calls/97b321bd-5f9e-4e08-828f-e1c9ca991110,completed,unknown,service,unknown,Customer asked about making insurance payment.,0:01:07,9,"assistant: Hi there. This is Kelly from Dale Wagner Insurance. How can I help you today?
user: Yes.
assistant: Of
user: It's March four.
assistant: Thank you for sharing that. How can I assist you regarding March fourth? Are you looking for a quote, need help with an existing policy, or is there another question I can help with?
user: No. I'm just trying to pay my insurance.
assistant: I understand you want to make a payment for your insurance. The agency is currently closed, so I am unable to process payments directly. Would you like me to pass along a message to a licensed agent so they can assist you when the office opens, or do you have your carrier’s contact information to make the payment directly?
user: Oh, I have the carrier contact
assistant: Great. You can contact your insurance carrier directly to make your payment. If you have any other questions or need further assistance, feel free to let me know. Have a wonderful day.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1243)"
,"Feb 21, 2026 5:00 PM",Seguros Ideal,f09ffd86-78d2-411e-96de-ebb3798ef867,https://app.policylift.ai/calls/f09ffd86-78d2-411e-96de-ebb3798ef867,filtered,unknown,unknown,unknown,Seguros Ideal call initiation by Kelly,0:00:16,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 21, 2026 5:00 PM",Seguros Ideal,8642f22c-dabd-4500-ae58-a9f32708ae25,https://app.policylift.ai/calls/8642f22c-dabd-4500-ae58-a9f32708ae25,filtered,unknown,unknown,unknown,Seguros Ideal call introduction and language option offered.,0:00:03,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 21, 2026 5:01 PM",Seguros Ideal,f7e0cce5-9605-4151-9a95-c75ded9b432a,https://app.policylift.ai/calls/f7e0cce5-9605-4151-9a95-c75ded9b432a,filtered,unknown,unknown,unknown,Insurance inquiry call with Seguros Ideal (Kelly).,0:00:00,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 17, 2026 10:09 AM",MartinoWest Business & Insurance Solutions,ecba2eae-2ac1-4265-b564-b03a5e70a1a0,https://app.policylift.ai/calls/ecba2eae-2ac1-4265-b564-b03a5e70a1a0,spam,unknown,unknown,unknown,CJ from OXO Assist offers remote staffing solutions.,0:01:07,15,"assistant: Hi - Thanks for calling MartinoWest Business & Insurance Solutions,this is Harper on a recorded line. How can I help?

user: Hey, Albert. This is CJ calling from OXO Assist.
assistant: Oh, okay. Just so you know, I'm Harper with MartinoWest, not Albert. What
user: It's
assistant: Got it. What can I help you with today?
user: This is actually a business development call with regard
assistant: Ah, makes sense. Yeah, our licensed agents
user: to remote staffing solutions we can provide for your business.
assistant: Okay, thanks for letting me know. The agency’s closed right now, but I can take a message for a licensed agent to follow up. What’s your name, what’s the best callback number, and is there a good time to reach you?
user: My name is CJ, and my best callback number is (415) 689-5755.
assistant: Alright, CJ. Is there a good time when you’d like someone to call you back?
user: Probably later today.
assistant: Yeah, no problem. Just so you know, leaving a message won’t automatically bind, change, or delete any coverage. You’ll get a call later today. Anything else you want them to know?
user: No. That's all.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1247)"
,"Jan 17, 2026 3:38 PM",Winkler Insurance,77c3baf4-81a1-4579-9e3a-09c37050ba83,https://app.policylift.ai/calls/77c3baf4-81a1-4579-9e3a-09c37050ba83,completed,personal,quote,personal_renters,Barb Kirsten requested renters insurance quote callback,0:01:08,18,"assistant: Hi - Thanks for calling Winkler Insurance,this is Kelly on a recorded line. How can I help?

user: Hello. My name is Barb Kirsten.
assistant: Hi Barb. What can I help you with today?
user: I have car insurance with you guys, and I need rental insurance.
assistant: Oh, got it, Barb. So
user: And I was wondering excuse me?
assistant: Sorry, Barb. I was just getting your info down. You said you have
user: Oh, okay.
assistant: Yeah, no worries, Barb. So you’re looking for a quote on renters insurance, right?
user: Yes.
assistant: Alright, Barb. I’ll get you started on a renters insurance quote. Just a quick heads up—someone from our team will follow up since we're closed right now. 

Can I get your phone number, so we know the best way to reach you?
user: (254) 833-3811.
assistant: Thanks, Barb. And just to confirm, is there a good time on Monday for an agent to give you a call back about your renters insurance quote?
user: Yes.
assistant: Alright, Barb, you’re all set. Someone will give you a call on Monday about that renters insurance quote. If you have any other questions before then, just let us know. Have a great weekend!
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.
user: Thank you.
assistant: You’re welcome,","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1248)"
,"Feb 12, 2026 8:31 PM",Seguros Ideal,6f042134-9c20-4312-9b6b-8d511b7066bd,https://app.policylift.ai/calls/6f042134-9c20-4312-9b6b-8d511b7066bd,completed,unknown,claim,fnol,Roadside assistance needed for stranded truck.,0:01:08,13,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Hello?
assistant: Yeah, hi. This is Kelly at
user: Yeah.
assistant: Hey. What can I help
user: Oh,
assistant: Yeah, go ahead.
user: I was calling my dad is
assistant: Okay, got
user: he's, like, the truck stopped working, and he's left in the middle of the road. And we need a a truck.
assistant: Oh, that sounds really stressful. Just to check, are you looking for help with towing or roadside assistance for your dad’s
user: Yes.
assistant: Got it. We actually don’t offer towing or roadside assistance directly here at Seguros Ideal. Your dad would need to contact his insurance company’s roadside service or a local tow company for immediate help. If he has an auto policy with us and needs to ask about coverage or has a claim, I can take a message for an agent to follow up. Want to do that?",English
,"Feb 21, 2026 5:46 PM",Seguros Ideal,e5ff0803-5071-48bd-9412-0e25c2766c09,https://app.policylift.ai/calls/e5ff0803-5071-48bd-9412-0e25c2766c09,filtered,unknown,unknown,unknown,Insurance call greeting and language preference offered,0:00:03,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Jan 14, 2026 8:31 PM",LSM Agency,95dbacf9-5cce-4380-b135-1bc6abbbaf1a,https://app.policylift.ai/calls/95dbacf9-5cce-4380-b135-1bc6abbbaf1a,completed,unknown,unknown,unknown,Fraud Center call about Mastercard for Ultravino,0:01:08,15,"assistant: Hi - Thanks for calling LSM Agency,this is Kelly on a recorded line. How can I help?

user: This is the fraud center calling on behalf of Citibank.
assistant: Okay, thanks
user: Calling for Ultravino.
assistant: Got it, you're calling for Ultravino. Are you looking for info about an insurance policy or needing a quote for Ultravino?
user: Sol.
assistant: Okay, Sol. Can you
user: We would like to verify recent activity on your Mastercard. Ending in two four eight three. Your card may have a temporary restriction in place. It's important that you call us back at your earliest convenience.
assistant: Thanks
user: We are available twenty four hours a day, seven days a week.
assistant: Got it, Sol. I’m just the answering service for LSM Agency, so I don’t have access to banking or credit card systems here. If this is regarding
user: Please make note your case reference ID to respond to this case is one six six seven nine two will be required to provide this value when you call back at eight hundred two four one
assistant: Okay, Sol. I understand you’d like to leave this
user: five two seven three. Thank you. Goodbye.
assistant: Alright, Sol. I’ve noted that information. If you meant to leave a message for someone at LSM Agency, just let me know who to direct this to or if you need anything else. Have a good day.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1251)"
